# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "genome/features.saf" "-F" "SAF" "-T" "8" "-o" "data/counts.txt" "bam/mutant-01.bam" "bam/mutant-02.bam" "bam/mutant-03.bam" "bam/mutant-04.bam" "bam/mutant-05.bam" "bam/mutant-06.bam" "bam/wildtype-01.bam" "bam/wildtype-02.bam" "bam/wildtype-03.bam" "bam/wildtype-04.bam" "bam/wildtype-05.bam" "bam/wildtype-06.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/mutant-01.bam	bam/mutant-02.bam	bam/mutant-03.bam	bam/mutant-04.bam	bam/mutant-05.bam	bam/mutant-06.bam	bam/wildtype-01.bam	bam/wildtype-02.bam	bam/wildtype-03.bam	bam/wildtype-04.bam	bam/wildtype-05.bam	bam/wildtype-06.bam
YMR120C	XIII	507502	509280	-	1779	120	113	150	120	103	99	683	267	289	905	282	528
YMR121C	XIII	509734	510348	-	615	157	152	183	172	134	239	78	83	73	110	82	145
YMR123W	XIII	513593	513961	+	369	115	95	83	115	71	101	45	94	69	109	95	161
YMR124W	XIII	514456	517287	+	2832	305	242	240	333	189	453	124	156	152	222	153	310
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	157	134	164	217	107	153	67	156	113	147	133	311
YMR126C	XIII	520761	521789	-	1029	59	46	36	54	23	49	18	41	37	41	36	67
YMR127C	XIII	522329	523345	-	1017	25	24	13	25	20	7	13	17	24	25	24	45
YMR128W	XIII	523696	527499	+	3804	85	68	79	93	57	86	50	126	59	106	132	318
YMR129W	XIII	527804	531817	+	4014	148	156	146	180	85	371	87	126	90	154	123	270
YMR131C	XIII	533163	534698	-	1536	180	180	189	220	107	225	149	254	149	214	281	563
YMR132C	XIII	534944	535570	-	627	25	2	14	15	8	20	7	15	9	8	14	28
YMR133W	XIII;XIII	536207;537565	537448;537609	+;+	1287	41	32	34	37	29	42	11	18	17	16	14	37
YMR134W	XIII	537838	538551	+	714	67	54	58	82	44	105	20	41	32	37	43	61
YMR135C	XIII	538689	540056	-	1368	500	377	358	474	271	342	192	239	197	403	221	423
YMR136W	XIII	541199	542881	+	1683	308	214	193	323	172	1214	170	313	202	379	302	582
YMR137C	XIII	542978	544963	-	1986	42	30	38	58	25	90	17	29	20	35	37	57
YMR138W	XIII	545155	545730	+	576	34	39	29	28	23	80	16	23	19	41	27	49
YMR139W	XIII	546125	547237	+	1113	230	146	168	212	111	152	91	108	96	166	85	199
YMR140W	XIII	547714	549183	+	1470	150	95	130	127	66	176	54	66	68	103	45	131
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	2282	1648	1788	1885	1507	478	1085	1993	1525	2515	2116	3205
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	1525	1294	1167	1671	1103	435	763	1432	1029	1578	1391	2110
YMR144W	XIII	553362	554390	+	1029	56	34	52	67	33	171	23	32	18	27	23	37
YMR145C	XIII	554793	556475	-	1683	491	369	379	513	306	171	305	514	561	604	487	1041
YMR146C	XIII	557481	558524	-	1044	1023	822	738	966	667	1406	557	842	592	975	972	1417
YMR148W	XIII	560366	560812	+	447	86	76	62	76	51	232	17	28	42	50	33	66
YMR149W	XIII	560996	561856	+	861	351	290	255	396	212	597	180	244	211	338	227	461
YMR150C	XIII	561956	562528	-	573	100	102	88	100	79	62	48	57	47	84	55	86
YMR151W	XIII	562506	562943	+	438	3	3	4	5	3	7	2	5	1	6	1	10
YMR152W	XIII	563096	564193	+	1098	179	141	124	144	95	296	100	123	103	191	104	178
YMR153W	XIII	564435	565862	+	1428	79	74	66	112	61	96	33	62	48	68	80	133
YMR154C	XIII	565999	568182	-	2184	45	33	32	39	15	32	11	31	37	47	21	56
YMR156C	XIII	570300	571016	-	717	46	33	25	55	33	75	11	22	21	35	28	34
YMR157C	XIII	571277	572044	-	768	77	68	57	89	48	46	31	46	48	66	56	98
YMR158W	XIII	572248	572715	+	468	65	47	48	55	32	49	24	44	46	51	46	72
YMR158C-A	XIII	573194	573331	-	138	0	0	0	0	0	0	0	0	0	0	0	0
YMR158W-B	XIII	574471	574791	+	321	0	1	0	0	0	0	1	0	1	0	0	0
YMR159C	XIII	574476	574928	-	453	0	2	3	2	0	3	1	1	0	1	1	0
YMR161W	XIII	577718	578392	+	675	115	72	101	94	74	105	41	83	46	77	77	138
YMR162C	XIII	578951	583921	-	4971	214	159	179	254	119	198	68	128	109	149	100	273
YMR163C	XIII	584271	586388	-	2118	58	54	69	83	31	36	19	38	34	40	39	58
YMR164C	XIII	587274	589550	-	2277	88	56	53	83	33	302	29	40	43	53	48	79
YMR165C	XIII	590040	592628	-	2589	146	126	107	152	93	308	58	111	75	136	82	213
YMR166C	XIII	593367	594473	-	1107	74	50	36	45	39	93	31	44	32	52	31	63
YMR167W	XIII	594886	597195	+	2310	76	49	47	50	39	41	35	48	38	49	49	108
YMR168C	XIII	597332	599158	-	1827	65	48	43	64	24	44	29	40	35	51	27	69
YMR169C	XIII	599352	600872	-	1521	48	27	24	48	33	44	15	24	17	20	18	38
YMR170C	XIII	601562	603082	-	1521	54	55	44	61	50	37	20	35	32	55	23	52
YMR171C	XIII	603868	605520	-	1653	245	164	169	210	146	296	83	166	130	151	157	282
YMR172W	XIII	605981	608140	+	2160	133	109	95	121	92	471	46	53	53	85	71	155
YMR173W	XIII	608689	609981	+	1293	96	76	68	99	59	59	121	147	149	201	129	260
YMR174C	XIII	610159	610365	-	207	30	22	20	35	19	115	14	15	10	19	3	16
YMR175W	XIII	611016	611255	+	240	8	7	5	4	1	5	2	2	7	4	5	2
YMR176W	XIII	611740	615975	+	4236	86	73	86	112	54	85	34	67	65	73	57	113
YMR177W	XIII	616566	618098	+	1533	68	41	38	58	39	53	36	60	42	76	71	109
YMR179W	XIII	619858	622134	+	2277	55	54	53	73	56	132	16	33	22	33	30	75
YMR180C	XIII	622251	623213	-	963	64	59	63	83	46	69	20	44	40	55	49	90
YMR182C	XIII	624532	625167	-	636	64	69	55	71	41	222	50	57	32	50	67	128
YMR183C	XIII	626921	627808	-	888	343	269	276	335	193	1284	163	162	124	219	169	347
YMR184W	XIII	628189	628785	+	597	63	51	48	77	49	68	37	39	57	53	28	60
YMR185W	XIII	629025	631970	+	2946	34	34	40	27	28	14	9	28	24	35	45	95
YMR186W	XIII	632355	634472	+	2118	2064	1810	1983	2213	1338	775	1136	1796	1605	2417	1558	3306
YMR188C	XIII	636291	637004	-	714	77	39	51	73	52	125	18	56	46	64	44	94
YMR189W	XIII	637500	640604	+	3105	78	66	53	78	58	71	144	48	57	138	45	89
YMR190C	XIII	640915	645258	-	4344	95	98	99	113	81	184	45	59	39	92	65	141
YMR191W	XIII	645656	646777	+	1122	192	117	117	196	99	111	29	66	61	88	60	104
YMR192W	XIII	647118	649280	+	2163	103	56	73	105	52	122	33	89	74	93	63	146
YMR193W	XIII	650036	650812	+	777	52	42	45	57	39	61	21	40	39	62	50	70
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	357	289	294	331	249	38	124	372	230	389	352	485
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	54	31	26	50	25	30	10	10	18	22	7	32
YMR195W	XIII	654034	654417	+	384	108	76	86	109	86	255	153	188	181	294	164	245
YMR197C	XIII	658545	659198	-	654	217	156	166	231	134	139	87	104	109	150	102	177
YMR198W	XIII	659745	661529	+	1785	83	72	67	101	64	120	31	40	31	50	52	87
YMR199W	XIII	662644	664284	+	1641	136	111	90	108	101	239	75	160	112	208	172	271
YMR200W	XIII	664752	665522	+	771	419	319	242	378	195	468	127	177	173	273	161	314
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	100	71	49	84	58	110	15	34	32	45	39	75
YMR202W	XIII	667537	668205	+	669	798	834	697	938	588	294	436	500	435	698	576	943
YMR203W	XIII	668492	669655	+	1164	462	373	351	487	277	119	240	332	263	400	287	558
YMR204C	XIII	670063	671325	-	1263	48	36	32	56	31	140	20	23	26	30	31	54
YMR205C	XIII	671887	674766	-	2880	1490	1384	1382	1449	930	564	974	1270	946	1622	1177	2309
YMR207C	XIII	677193	683564	-	6372	104	90	98	149	78	169	45	47	73	96	85	183
YMR208W	XIII	684467	685798	+	1332	250	199	199	280	148	310	84	133	97	149	116	254
YMR210W	XIII	687516	688865	+	1350	131	100	110	171	76	164	67	118	102	116	95	157
YMR211W	XIII	689083	690510	+	1428	40	37	30	37	27	20	21	33	34	44	35	67
YMR212C	XIII	690695	693043	-	2349	164	136	131	195	98	175	62	154	111	126	130	266
YMR213W	XIII	693381	695153	+	1773	72	58	84	76	63	138	31	75	51	61	64	142
YMR214W	XIII	695350	696483	+	1134	211	208	171	228	161	345	99	158	137	192	153	258
YMR215W	XIII	696796	698370	+	1575	181	162	137	207	112	201	116	197	152	204	182	374
YMR216C	XIII	698811	701039	-	2229	132	126	126	167	88	232	79	139	91	167	129	232
YMR217W	XIII	701790	703367	+	1578	595	486	527	703	358	397	396	689	436	674	742	1350
YMR218C	XIII	703579	706887	-	3309	106	66	86	121	53	257	50	90	64	87	66	160
YMR219W	XIII	707133	712109	+	4977	193	162	197	275	105	629	103	110	118	170	115	286
YMR220W	XIII	712316	713671	+	1356	180	111	133	169	84	158	98	145	106	145	145	273
YMR221C	XIII	713931	715445	-	1515	144	111	103	149	101	246	67	86	76	117	82	182
YMR222C	XIII	715638	716309	-	672	106	72	77	101	62	67	41	62	63	80	65	110
YMR223W	XIII	716715	718130	+	1416	36	29	26	43	17	26	25	58	31	43	36	97
YMR224C	XIII	718575	720653	-	2079	79	61	98	80	56	72	30	57	58	48	55	120
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	90	50	47	83	68	37	44	68	54	75	61	99
YMR226C	XIII	721593	722396	-	804	461	425	443	519	365	553	223	234	239	332	235	495
YMR227C	XIII	722613	724385	-	1773	79	70	112	107	55	202	46	71	45	70	72	157
YMR228W	XIII	724626	725651	+	1026	31	19	14	23	13	29	10	29	19	23	16	41
YMR229C	XIII	725934	731123	-	5190	205	148	172	216	107	342	111	304	169	239	301	704
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	869	742	661	920	617	813	466	851	584	1005	935	1214
YMR231W	XIII	733545	736634	+	3090	96	95	94	107	68	185	39	75	56	65	68	136
YMR232W	XIII	736926	738959	+	2034	11	9	8	13	4	16	1	4	11	9	6	14
YMR233W	XIII	739185	739865	+	681	46	35	34	50	26	39	13	39	27	34	32	73
YMR234W	XIII	740266	741312	+	1047	79	50	66	96	43	50	37	53	47	70	52	139
YMR235C	XIII	741512	742735	-	1224	316	244	308	383	175	375	180	271	202	312	262	565
YMR236W	XIII	742971	743444	+	474	276	214	164	261	228	100	120	132	100	217	143	196
YMR237W	XIII	743749	745923	+	2175	267	227	196	253	172	126	125	162	121	245	169	310
YMR238W	XIII	746353	747729	+	1377	507	439	490	562	386	235	221	242	239	412	187	388
YMR239C	XIII	748262	749677	-	1416	16	14	22	32	9	15	11	40	13	27	55	102
YMR240C	XIII	749930	751240	-	1311	62	55	67	77	40	55	18	31	22	39	46	61
YMR241W	XIII	751961	752905	+	945	251	178	217	232	144	31	92	179	124	182	202	331
YMR242C	XIII	753225	753742	-	518	1145	895	939	1111	810	661	633	1208	894	1364	1230	1944
YMR243C	XIII	754838	756166	-	1329	417	374	321	384	283	175	189	323	227	362	311	568
YMR244C-A	XIII	758517	758831	-	315	141	117	114	162	107	247	27	33	36	58	44	77
YMR246W	XIII	759807	761891	+	2085	968	690	769	996	508	641	565	1052	690	795	986	2023
YMR247C	XIII	763351	768039	-	4689	93	83	83	111	66	80	41	98	74	80	92	193
YMR250W	XIII	770801	772558	+	1758	177	147	156	181	121	60	201	147	183	337	103	212
YMR251W	XIII	772915	774015	+	1101	47	21	21	33	17	60	22	25	24	39	21	33
YMR251W-A	XIII	774752	774931	+	180	525	545	569	603	466	123	483	509	630	1154	393	757
YMR255W	XIII	778001	778567	+	567	139	114	116	180	81	164	41	98	89	95	66	184
YMR256C	XIII	778945	779127	-	183	85	75	62	133	66	39	29	40	26	65	40	57
YMR257C	XIII	779629	782031	-	2403	46	32	41	54	26	144	19	50	27	38	34	70
YMR258C	XIII	782620	784281	-	1662	130	118	133	163	98	190	76	122	78	130	95	189
YMR259C	XIII	784621	788883	-	4263	73	49	54	82	49	42	38	93	57	56	93	171
YMR260C	XIII	789378	789839	-	462	542	418	432	609	317	270	259	526	403	524	546	1031
YMR261C	XIII	790205	793369	-	3165	441	362	351	457	279	345	239	255	244	408	248	490
YMR263W	XIII	794919	795524	+	606	88	65	84	101	46	174	38	70	50	66	55	145
YMR264W	XIII	795805	796416	+	612	246	237	229	275	197	210	75	139	123	165	118	202
YMR266W	XIII	798518	801379	+	2862	276	208	219	267	162	252	148	284	200	319	262	549
YMR267W	XIII	801772	802704	+	933	76	74	66	86	50	97	29	77	68	98	65	154
YMR268C	XIII	802888	804222	-	1335	26	32	14	32	11	73	6	28	12	25	34	56
YMR269W	XIII	804456	805091	+	636	36	33	34	52	31	72	16	46	40	53	56	90
YMR270C	XIII	805326	806423	-	1098	99	79	91	114	66	148	35	57	51	78	81	138
YMR271C	XIII	806865	807548	-	684	62	44	35	55	30	46	15	13	31	35	20	46
YMR272C	XIII	809623	810777	-	1155	196	138	141	186	120	195	215	331	295	396	328	577
YMR273C	XIII	811233	813980	-	2748	173	172	162	228	95	444	73	97	68	107	98	263
YMR274C	XIII	814364	815311	-	948	42	30	24	50	23	20	19	36	36	46	32	70
YMR275C	XIII	815651	818581	-	2931	233	190	155	277	133	269	81	133	109	167	118	235
YMR276W	XIII	818827	819948	+	1122	988	811	759	891	641	1185	477	449	448	710	506	831
YMR277W	XIII	820256	822454	+	2199	179	125	143	163	107	122	70	125	90	129	146	249
YMR278W	XIII	822763	824631	+	1869	127	120	107	138	88	91	82	74	85	131	82	176
YMR280C	XIII	827028	831329	-	4302	209	132	115	208	100	204	38	40	40	54	44	85
YMR281W	XIII	832339	833253	+	915	138	110	112	137	71	201	63	69	75	99	64	111
YMR282C	XIII	833356	835098	-	1743	66	51	51	76	30	126	18	57	39	43	31	86
YMR283C	XIII	835326	836867	-	1542	56	40	45	54	37	26	21	44	34	46	35	75
YMR284W	XIII	838187	839995	+	1809	79	58	82	101	54	83	18	53	52	53	33	72
YMR285C	XIII	840144	841691	-	1548	116	79	94	116	65	108	40	85	70	76	82	176
YMR286W	XIII	841942	842202	+	261	61	51	52	73	36	30	34	58	62	64	40	111
YMR287C	XIII	842436	845345	-	2910	64	41	39	72	31	52	30	42	36	51	43	90
YMR288W	XIII	845571	848486	+	2916	69	65	44	84	51	60	35	70	49	52	51	105
YMR289W	XIII	848685	849809	+	1125	100	79	59	97	72	124	55	106	76	97	67	108
YMR290C	XIII	850074	851591	-	1518	203	152	151	217	122	348	102	269	159	194	242	518
YMR291W	XIII	852630	854390	+	1761	305	238	217	307	133	1083	200	421	324	465	335	603
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	97	48	60	93	53	43	13	65	45	44	48	81
YMR293C	XIII	855399	856793	-	1395	39	36	35	37	25	37	17	26	28	33	38	34
YMR294W	XIII	856966	858087	+	1122	64	44	54	64	36	96	14	42	26	49	27	68
YMR296C	XIII	859215	860891	-	1677	538	461	428	493	352	1215	344	410	293	510	474	770
YMR297W	XIII	861922	863520	+	1599	1689	1461	1318	1652	1215	728	793	843	794	1385	792	1432
YMR298W	XIII	863819	864271	+	453	170	135	154	165	114	49	63	107	83	142	105	153
YMR299C	XIII	864412	865350	-	939	64	35	37	73	36	68	20	42	37	49	29	67
YMR300C	XIII	865559	867091	-	1533	117	123	147	149	113	97	257	152	147	379	199	342
YMR301C	XIII	867555	869627	-	2073	151	143	131	201	112	198	71	101	67	117	101	180
YMR302C	XIII	870073	872625	-	2553	272	221	219	313	143	250	90	141	100	153	105	256
YMR303C	XIII	873291	874337	-	1047	116	92	104	113	68	49	82	67	56	81	78	157
YMR304W	XIII	874987	878679	+	3693	249	188	196	303	128	413	103	116	105	170	87	199
YMR305C	XIII	879063	880232	-	1170	789	683	692	869	529	1526	492	504	435	880	576	1054
YMR306W	XIII	881159	886516	+	5358	56	31	42	40	24	52	21	32	25	28	27	69
YMR307W	XIII	887003	888682	+	1680	1786	1589	1513	1912	1135	1113	1297	1776	1314	2089	1884	3531
YMR308C	XIII	888952	892221	-	3270	292	249	256	321	163	347	194	366	219	306	353	645
YMR309C	XIII	892988	895426	-	2439	178	113	156	175	95	81	95	262	181	216	258	487
YMR311C	XIII	896914	897603	-	690	458	375	350	542	297	2311	233	283	281	364	219	516
YMR312W	XIII	898405	899226	+	822	64	58	49	53	48	50	39	58	45	78	66	91
YMR313C	XIII	899379	901307	-	1929	145	97	108	159	101	206	61	72	81	107	77	194
YMR314W	XIII	901709	902413	+	705	576	512	455	578	400	293	297	315	321	487	334	634
YMR316W	XIII	904825	905835	+	1011	128	125	166	160	134	70	96	186	105	277	132	374
YMR318C	XIII	911061	912143	-	1083	689	620	597	739	423	243	467	471	463	637	502	901
YMR319C	XIII	912880	914538	-	1659	402	347	348	428	288	437	286	595	347	541	551	1044
YMR322C	XIII	918366	919079	-	714	1	0	1	1	2	0	0	0	0	1	0	0
YMR323W	XIII	920088	921401	+	1314	2	5	2	1	1	7	0	0	0	0	1	0
YMR325W	XIII	922641	923015	+	375	0	0	0	0	0	0	0	0	0	0	0	0
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	10	7	18	16	9	8	1	4	8	8	6	12
YNL336W	XIV	8330	9475	+	1146	41	38	36	51	23	20	16	20	19	45	19	32
YNL335W	XIV	11452	12129	+	678	3	4	0	1	2	0	3	1	2	2	4	4
YNL334C	XIV	12208	12876	-	669	2	6	2	2	2	9	1	3	1	2	3	0
YNL333W	XIV	13267	14163	+	897	16	10	10	11	6	24	6	2	6	7	5	10
YNL332W	XIV	14832	15854	+	1023	6	6	6	5	6	2	2	0	0	0	0	1
YNL331C	XIV	16118	17248	-	1131	51	36	31	53	28	54	13	24	39	29	31	46
YNL330C	XIV	18001	19302	-	1302	255	207	192	270	157	288	131	151	167	216	167	324
YNL329C	XIV	19541	22633	-	3093	115	89	73	132	81	166	54	69	65	85	96	174
YNL328C	XIV	22834	23274	-	441	10	4	5	6	1	9	2	2	5	8	1	12
YNL327W	XIV	24048	27173	+	3126	313	213	158	278	137	939	302	434	309	492	418	821
YNL326C	XIV	27337	28347	-	1011	66	40	37	67	31	42	26	38	33	45	36	53
YNL325C	XIV	28739	31378	-	2640	65	57	61	59	35	77	28	43	22	51	29	79
YNL323W	XIV	31944	33188	+	1245	132	107	110	136	84	107	60	108	66	113	75	173
YNL322C	XIV	33294	34235	-	942	478	454	346	534	356	928	256	224	190	372	244	445
YNL321W	XIV	34696	37422	+	2727	239	194	160	277	150	337	132	128	111	177	129	233
YNL318C	XIV	38707	40329	-	1623	0	0	0	5	0	7	0	1	1	1	1	2
YNL317W	XIV	40619	42016	+	1398	77	86	79	90	48	225	31	53	43	99	53	110
YNL316C	XIV	42071	43075	-	1005	44	42	30	54	31	64	27	33	27	34	34	60
YNL315C	XIV	43324	44280	-	957	149	104	102	129	83	61	80	130	121	144	131	230
YNL314W	XIV	44447	45214	+	768	67	47	40	64	34	109	17	32	36	37	40	49
YNL313C	XIV	45308	48022	-	2715	67	44	51	63	44	93	20	72	46	47	80	137
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	170	151	139	148	126	62	68	103	81	117	85	167
YNL311C	XIV	49397	51688	-	2292	57	48	47	62	38	102	32	51	25	71	48	84
YNL310C	XIV	51907	52431	-	525	91	71	49	83	75	71	42	57	39	64	48	85
YNL309W	XIV	52662	53924	+	1263	103	94	65	92	70	446	35	48	37	50	34	82
YNL308C	XIV	54122	55897	-	1776	206	123	146	255	116	444	64	193	115	190	258	502
YNL307C	XIV	56446	57573	-	1128	314	237	235	280	151	481	111	186	143	199	166	342
YNL306W	XIV	58155	58808	+	654	223	170	165	239	122	380	118	142	117	180	136	252
YNL305C	XIV	58898	59791	-	894	305	283	223	292	175	151	120	109	140	201	105	182
YNL304W	XIV	60297	61550	+	1254	76	55	58	80	57	71	28	33	18	53	45	45
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	1713	1578	1552	1711	1240	472	1266	1661	1183	2047	1868	2852
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	235	221	236	246	169	68	161	315	194	294	326	524
YNL300W	XIV	65744	66052	+	309	69	59	52	93	54	235	122	137	132	195	161	253
YNL299W	XIV	66517	68445	+	1929	26	11	13	21	10	68	4	30	11	15	24	72
YNL298W	XIV	68915	71443	+	2529	148	93	123	145	89	327	43	81	60	91	95	182
YNL297C	XIV	71673	76583	-	4911	169	140	158	197	102	116	67	121	110	137	104	232
YNL295W	XIV	76946	78520	+	1575	87	72	62	102	52	91	36	40	48	49	38	106
YNL294C	XIV	78659	80260	-	1602	351	262	249	344	189	665	158	175	158	255	149	305
YNL293W	XIV	80640	82541	+	1902	210	107	98	180	96	159	62	92	111	123	90	157
YNL292W	XIV	82806	84017	+	1212	80	68	71	86	47	113	41	93	70	74	113	190
YNL291C	XIV	84169	85815	-	1647	113	112	80	127	77	82	36	66	75	75	72	145
YNL290W	XIV	86218	87240	+	1023	236	227	201	201	163	153	109	132	110	183	146	242
YNL289W	XIV	87897	88736	+	840	92	45	81	82	88	58	51	62	67	77	60	85
YNL288W	XIV	90303	91424	+	1122	225	165	148	184	121	765	106	154	112	165	122	239
YNL287W	XIV	91994	94801	+	2808	536	394	411	562	332	323	215	343	276	416	311	638
YNL286W	XIV	95223	96080	+	858	47	59	58	80	46	143	25	40	36	62	36	97
YNL284C	XIV	103134	104102	-	969	129	73	71	144	69	165	39	59	56	64	75	136
YNL283C	XIV	105184	106695	-	1512	371	320	287	338	265	427	139	150	115	176	170	278
YNL282W	XIV	107687	108274	+	588	29	19	18	21	22	36	10	10	17	20	24	43
YNL281W	XIV	108467	108928	+	462	174	148	164	149	118	104	87	160	92	203	141	235
YNL280C	XIV	109095	110411	-	1317	250	277	242	302	168	70	153	199	154	215	190	355
YNL279W	XIV	110917	112902	+	1986	48	50	44	61	37	66	5	10	19	18	22	32
YNL278W	XIV	113271	116453	+	3183	122	131	99	135	104	470	47	69	32	76	56	126
YNL277W	XIV	117349	118809	+	1461	142	122	100	164	89	142	51	35	33	58	36	69
YNL275W	XIV	119268	120998	+	1731	73	66	53	74	48	58	40	45	38	49	50	99
YNL274C	XIV	121118	122170	-	1053	102	76	83	116	67	56	80	56	68	137	36	74
YNL273W	XIV	122883	126599	+	3717	56	60	61	81	29	43	19	37	26	42	42	79
YNL272C	XIV	126805	129084	-	2280	163	113	149	168	96	187	61	113	77	135	106	211
YNL271C	XIV	129522	135383	-	5862	331	263	311	369	202	798	147	219	163	225	197	468
YNL270C	XIV	135940	137661	-	1722	20	15	11	23	8	12	6	6	9	12	7	10
YNL269W	XIV	137699	138094	+	396	1	1	2	1	1	1	0	1	1	1	0	1
YNL268W	XIV	138550	140385	+	1836	520	408	364	465	299	231	201	354	239	391	340	628
YNL267W	XIV	140878	144078	+	3201	201	180	170	244	130	375	98	143	115	178	135	293
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	95	77	80	89	69	44	33	66	53	88	68	89
YNL264C	XIV	145563	146615	-	1053	120	90	101	114	75	135	44	83	55	102	87	159
YNL263C	XIV	146896	147840	-	945	281	191	206	253	176	263	104	151	122	173	135	228
YNL262W	XIV	148212	154880	+	6669	114	102	104	143	57	93	50	86	56	79	87	157
YNL261W	XIV	155100	156539	+	1440	76	41	54	73	28	112	39	62	51	60	48	124
YNL260C	XIV	156859	157455	-	597	41	20	25	39	23	96	9	24	9	20	21	36
YNL259C	XIV	157644	157865	-	222	77	36	38	96	55	8	8	40	36	39	31	58
YNL258C	XIV	158109	160373	-	2265	132	123	143	161	86	89	45	101	86	103	95	199
YNL257C	XIV	160631	164320	-	3690	97	115	90	124	75	81	69	92	76	102	72	130
YNL256W	XIV	164623	167097	+	2475	120	85	87	121	69	105	42	97	85	91	126	229
YNL255C	XIV	167329	167790	-	462	591	480	442	571	364	603	396	585	426	646	668	1039
YNL254C	XIV	168043	169248	-	1206	25	24	18	39	22	60	11	43	27	29	29	63
YNL253W	XIV	170018	171286	+	1269	73	58	65	84	33	75	29	43	45	75	58	73
YNL252C	XIV	171441	172286	-	846	92	71	65	84	62	74	35	69	44	83	59	130
YNL251C	XIV	172588	174315	-	1728	195	165	135	222	122	639	132	239	161	189	286	521
YNL250W	XIV	175410	179348	+	3939	101	74	92	105	57	74	26	51	39	50	43	97
YNL249C	XIV	179394	181022	-	1629	39	32	36	43	33	19	23	28	31	38	25	49
YNL248C	XIV	181361	182608	-	1248	62	77	71	75	48	68	82	180	103	127	181	385
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	160	130	148	179	114	267	85	113	113	119	97	231
YNL245C	XIV	186346	186885	-	540	71	68	61	63	45	36	25	41	47	58	44	109
YNL244C	XIV	187170	187496	-	327	581	405	459	634	403	516	251	558	402	588	549	764
YNL243W	XIV	188051	190957	+	2907	624	551	528	587	393	628	372	303	307	515	349	662
YNL242W	XIV	191324	196102	+	4779	143	127	123	168	90	232	72	81	82	113	68	141
YNL241C	XIV	196426	197943	-	1518	1055	1052	982	1158	735	734	546	549	512	788	434	851
YNL240C	XIV	198502	199977	-	1476	111	93	88	104	59	35	56	80	59	91	68	180
YNL239W	XIV	200569	201933	+	1365	430	366	357	480	288	214	189	201	203	273	188	371
YNL238W	XIV	202428	204872	+	2445	253	190	179	215	146	177	83	187	116	183	176	355
YNL237W	XIV	205188	206567	+	1380	106	73	87	111	73	251	40	60	42	69	41	96
YNL236W	XIV	206930	209854	+	2925	114	87	94	122	75	122	52	92	78	86	87	159
YNL233W	XIV	211922	214600	+	2679	129	104	111	152	71	204	37	60	52	71	64	121
YNL232W	XIV	214923	215801	+	879	132	99	104	151	92	131	55	109	74	120	123	202
YNL231C	XIV	215987	217042	-	1056	180	116	138	138	106	264	88	192	156	184	244	395
YNL230C	XIV	217523	218662	-	1140	38	40	34	46	28	126	37	40	28	43	47	82
YNL229C	XIV	219137	220201	-	1065	182	150	167	205	123	329	114	177	113	195	144	309
YNL227C	XIV	220659	222431	-	1773	97	51	75	117	40	144	40	76	45	80	81	158
YNL225C	XIV	222724	224469	-	1746	79	63	79	116	57	83	12	56	34	41	30	80
YNL224C	XIV	224796	227099	-	2304	97	75	108	124	72	95	58	81	62	93	83	168
YNL223W	XIV	227370	228854	+	1485	120	90	95	103	56	96	42	44	57	72	59	94
YNL222W	XIV	229094	229714	+	621	38	36	22	44	25	66	12	25	23	26	29	41
YNL221C	XIV	231068	233695	-	2628	89	100	108	118	82	179	104	100	84	129	138	239
YNL220W	XIV	234413	235714	+	1302	316	317	346	311	215	86	285	345	316	554	385	648
YNL219C	XIV	235996	237663	-	1668	268	168	177	254	161	237	65	140	126	176	134	246
YNL218W	XIV	238238	240001	+	1764	60	45	54	66	38	64	29	37	27	44	45	81
YNL216W	XIV	241689	244172	+	2484	101	93	96	119	87	139	61	133	81	111	140	257
YNL215W	XIV	244468	245430	+	963	222	201	213	294	160	609	86	126	98	163	121	267
YNL214W	XIV	245617	246216	+	600	32	33	24	39	14	42	9	17	14	25	15	34
YNL213C	XIV	246460	247104	-	645	75	40	43	69	37	57	14	42	52	59	56	90
YNL212W	XIV	247461	249809	+	2349	173	150	171	225	117	110	79	103	105	131	89	239
YNL211C	XIV	250055	250315	-	261	12	5	6	9	7	16	2	12	7	10	8	16
YNL210W	XIV	250931	251743	+	813	6	5	4	7	4	6	1	7	6	4	10	12
YNL209W	XIV	252059	253900	+	1842	2055	1722	1819	1824	1331	557	1345	1706	1263	2158	1956	3298
